state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP2_0151C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP1_0128C,DP3_0151P,DP3_0009P,DP4_0125P,DP4_0126P,DP2_0008P,DP2_0009P,DP3_0068P,DP1_0024P,DP1_0002P,DP1_0003P,DP1_0004P,DP1_0005P,DP2_0102P,NAME_x,DP1_0141P,DP1_0143P,DP2_0178P,DP2_0182P,DP2_0185P,DP2_0188P,DP2_0191P,DP2_0151P,DP4_0022P,DP4_0023P,DP4_0024P,DP4_0025P,DP4_0083P,DP4_0084P,DP4_0077P,DP1_0128P,DP2_0101P,NAME_y,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL
66,35850,896,235,218,232.0,41.0,8.0,19.0,12.0,71.0,120.0,85,93,87,80,56,97.0,20,18,66.0,33.0,6.0,23.0,2.0,62.0,1.0,1.0,0.0,1.0,30.0,20.0,12.0,6,26.3,11.7,5.6,13.3,2.4,13.9,13.6,9.5,10.4,9.7,8.9,6.3,11.0,,9.2,8.3,8.3,10.0,1.8,7.0,0.6,100.0,0.4,0.4,0.0,0.4,13.8,9.2,5.5,0.7,100.0,,896,235,218,232.0,41.0,27.0,83.0,120.0,85,316.0,97.0,38.0,130.0,62.0,2.0,1.0,50.0,12.0,6,26.3,11.7,18.9,16.3,13.6,9.5,35.3,11.0,17.5,27.700000000000003,100.0,0.8,0.4,23.0,5.5,0.7,0.7551,0.7143,0.4043,0.6735,0.2449,2.7921,0.5957,0.2857,0.875,0.1429,0.8909,0.2857,2.4802,0.3673,0.5102,0.5102,0.5102,0.3571,0.4184,0.7653,0.6122,0.6875,2.8405,0.6122,2.0854,0.5957,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,36600,1153,371,348,109.0,41.0,14.0,45.0,29.0,34.0,146.0,114,64,86,95,70,113.0,6,5,51.0,26.0,14.0,1.0,10.0,112.0,0.0,0.0,0.0,9.0,22.0,10.0,3.0,2,9.6,7.8,5.7,18.2,3.9,4.6,13.5,9.9,5.6,7.5,8.2,6.1,10.4,,1.7,1.4,4.7,7.6,4.1,0.3,2.9,100.0,0.0,0.0,0.0,2.4,6.4,2.9,0.9,0.2,100.0,,1153,371,348,109.0,41.0,59.0,63.0,146.0,114,315.0,113.0,11.0,102.0,112.0,0.0,9.0,32.0,3.0,2,9.6,7.8,23.9,8.5,13.5,9.9,27.4,10.4,3.0999999999999996,19.599999999999998,100.0,0.0,2.4,9.3,0.9,0.2,0.0408,0.2041,0.8191,0.0816,0.2143,1.3598999999999999,0.1277,0.3304,0.2768,0.0816,0.0182,0.102,0.8089999999999999,0.0204,0.5102,0.5102,0.5102,0.0714,0.949,0.0612,0.0408,0.4375,1.5598999999999998,0.1224,0.7807,0.0426,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,14.0
66,41300,4653,1694,1337,866.0,188.0,26.0,115.0,206.0,214.0,1090.0,829,245,233,354,368,731.0,37,93,1411.0,58.0,1029.0,126.0,189.0,2561.0,33.0,47.0,113.0,41.0,169.0,94.0,51.0,4,18.7,8.8,3.2,14.4,6.6,6.9,23.6,17.8,5.3,5.0,7.6,7.9,15.8,,2.8,7.0,32.0,1.9,33.1,4.1,6.1,100.0,1.9,2.8,6.7,2.4,12.6,7.0,3.8,0.1,100.0,,4653,1694,1337,866.0,188.0,141.0,420.0,1090.0,829,1200.0,731.0,130.0,2813.0,2561.0,193.0,41.0,263.0,51.0,4,18.7,8.8,17.6,13.5,23.6,17.8,25.799999999999997,15.8,9.8,77.19999999999999,100.0,11.399999999999999,2.4,19.6,3.8,0.1,0.4082,0.3061,0.3191,0.449,0.898,2.3804,0.4468,0.9821,0.1786,0.8367,0.2636,0.9592,3.2202,0.8367,0.5102,0.5102,0.5102,0.7347,0.949,0.5306,0.5,0.3125,3.0267999999999997,0.6939,2.4876,0.7021,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
66,42470,3643,947,847,1010.0,178.0,11.0,77.0,134.0,180.0,774.0,322,309,319,303,309,503.0,36,116,892.0,22.0,668.0,192.0,7.0,1803.0,73.0,1.0,8.0,5.0,161.0,108.0,46.0,3,27.8,11.2,2.1,14.5,6.4,8.6,21.4,8.8,8.5,8.8,8.3,8.5,13.9,,4.3,13.7,26.8,1.0,29.9,8.6,0.3,100.0,7.7,0.1,0.8,0.5,19.0,12.8,5.4,0.1,100.0,,3643,947,847,1010.0,178.0,88.0,314.0,774.0,322,1240.0,503.0,152.0,1781.0,1803.0,82.0,5.0,269.0,46.0,3,27.8,11.2,16.6,15.0,21.4,8.8,34.1,13.9,18.0,66.6,100.0,8.6,0.5,31.8,5.4,0.1,0.898,0.6633,0.1915,0.5918,0.7959,3.1405000000000003,0.7234,0.2411,0.7857,0.6224,0.9364,0.8367,3.4223,0.9388,0.5102,0.5102,0.5102,0.6531,0.5306,0.9184,0.5918,0.3125,3.0064,0.6735,2.8458999999999994,0.7872,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,42480,3246,825,729,946.0,160.0,8.0,52.0,85.0,184.0,590.0,175,335,356,356,272,241.0,57,130,655.0,33.0,342.0,262.0,14.0,1313.0,18.0,3.0,54.0,12.0,155.0,96.0,28.0,3,29.3,12.5,2.8,18.4,5.0,10.8,18.5,5.4,10.3,11.0,11.0,8.4,7.5,,7.8,17.8,22.6,1.8,18.8,14.4,0.8,100.0,2.2,0.4,6.6,1.5,21.3,13.2,3.8,0.1,100.0,,3246,825,729,946.0,160.0,60.0,269.0,590.0,175,1319.0,241.0,187.0,1306.0,1313.0,75.0,12.0,251.0,28.0,3,29.3,12.5,21.2,15.8,18.5,5.4,40.699999999999996,7.5,25.6,58.4,100.0,9.2,1.5,34.5,3.8,0.1,0.9184,0.8265,0.7021,0.6531,0.6327,3.7328,0.9149,0.0714,1.0,0.0204,1.0,0.7143,2.8061000000000003,0.5918,0.5102,0.5102,0.5102,0.6939,0.7959,0.9796,0.5,0.3125,3.2819000000000003,0.8776,2.8945,0.8298,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
66,42490,5809,1729,1474,1153.0,291.0,31.0,92.0,235.0,347.0,1366.0,623,424,406,421,499,666.0,55,130,1557.0,32.0,1187.0,291.0,46.0,3065.0,54.0,6.0,2.0,12.0,272.0,158.0,50.0,106,20.3,11.2,4.2,12.5,6.7,9.9,24.2,10.7,7.3,7.0,7.2,8.6,11.8,,3.7,8.8,29.5,0.9,32.0,7.9,1.2,100.0,3.1,0.3,0.1,0.7,18.5,10.7,3.4,1.8,100.0,,5809,1729,1474,1153.0,291.0,123.0,582.0,1366.0,623,1750.0,666.0,185.0,3113.0,3065.0,62.0,12.0,430.0,50.0,106,20.3,11.2,16.7,16.6,24.2,10.7,30.1,11.8,12.5,71.5,100.0,3.5,0.7,29.2,3.4,1.8,0.4694,0.6633,0.2128,0.6939,0.949,2.9883999999999995,0.6596,0.5179,0.4821,0.2347,0.6182,0.9184,2.7713,0.5714,0.5102,0.5102,0.5102,0.5306,0.6224,0.898,0.4184,0.8393,3.3087000000000004,0.898,2.6391999999999998,0.7234,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,43300,3500,1223,1018,666.0,123.0,25.0,65.0,156.0,224.0,839.0,408,210,227,264,287,450.0,28,88,910.0,82.0,531.0,107.0,181.0,1601.0,109.0,38.0,60.0,23.0,134.0,82.0,32.0,6,19.1,7.2,5.5,14.4,6.9,10.0,24.2,11.7,6.0,6.5,7.5,8.2,13.0,,2.8,8.6,27.8,3.8,24.9,5.0,8.5,100.0,8.9,3.1,4.9,1.9,13.2,8.1,3.1,0.2,100.0,,3500,1223,1018,666.0,123.0,90.0,380.0,839.0,408,988.0,450.0,116.0,1811.0,1601.0,207.0,23.0,216.0,32.0,6,19.1,7.2,19.9,16.9,24.2,11.7,28.2,13.0,11.399999999999999,70.0,100.0,16.9,1.9,21.299999999999997,3.1,0.2,0.4286,0.1224,0.5957,0.7347,0.949,2.8304,0.617,0.6607,0.3214,0.4592,0.5091,0.898,2.8484000000000003,0.6327,0.5102,0.5102,0.5102,0.7959,0.8673,0.6122,0.3367,0.4375,3.0496,0.7143,2.4742,0.6809,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
66,43650,676,257,210,78.0,33.0,2.0,22.0,12.0,43.0,92.0,108,44,31,50,60,102.0,9,9,34.0,10.0,9.0,6.0,9.0,68.0,0.0,0.0,0.0,1.0,16.0,9.0,7.0,0,11.6,10.1,1.3,14.3,2.7,9.7,13.8,16.0,6.5,4.6,7.4,8.9,15.3,,4.3,4.3,5.4,4.0,3.6,2.4,3.6,100.0,0.0,0.0,0.0,0.4,7.7,4.3,3.3,0.0,100.0,,676,257,210,78.0,33.0,24.0,55.0,92.0,108,185.0,102.0,18.0,68.0,68.0,0.0,1.0,25.0,7.0,0,11.6,10.1,15.600000000000001,12.399999999999999,13.8,16.0,27.4,15.3,8.6,19.0,100.0,0.0,0.4,12.0,3.3,0.0,0.0612,0.4796,0.1277,0.2653,0.2755,1.2093,0.0638,0.9464,0.2768,0.7347,0.1636,0.0816,2.2031,0.2857,0.5102,0.5102,0.5102,0.0714,0.4184,0.1633,0.3878,0.1339,1.1747999999999998,0.0612,0.9209,0.1064,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,44300,685,303,255,182.0,21.0,1.0,12.0,12.0,64.0,172.0,53,68,40,36,42,71.0,16,26,190.0,32.0,37.0,84.0,31.0,250.0,71.0,109.0,14.0,0.0,25.0,17.0,16.0,0,26.6,6.6,2.1,25.0,2.7,14.6,25.8,7.7,9.9,5.8,5.3,6.1,10.6,,6.3,10.2,30.8,9.1,10.5,23.9,8.8,100.0,23.4,36.0,4.6,0.0,9.8,6.7,6.3,0.0,100.0,,685,303,255,182.0,21.0,13.0,76.0,172.0,53,186.0,71.0,42.0,374.0,250.0,194.0,0.0,42.0,16.0,0,26.6,6.6,27.1,17.3,25.8,7.7,27.1,10.6,16.5,83.1,100.0,64.0,0.0,16.5,6.3,0.0,0.7959,0.051,0.9574,0.7551,0.9796,3.539,0.8936,0.125,0.2321,0.1224,0.8545,1.0,2.334,0.3265,0.5102,0.5102,0.5102,1.0,0.0714,0.3469,0.7143,0.1339,2.2665,0.3469,2.0772,0.5745,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,44500,1154,289,276,236.0,45.0,11.0,44.0,29.0,95.0,98.0,97,77,91,121,116,146.0,11,20,60.0,39.0,8.0,9.0,1.0,61.0,0.0,1.0,0.0,3.0,42.0,37.0,11.0,0,20.6,9.8,5.1,20.6,4.4,14.5,8.6,8.4,6.7,7.9,10.5,10.1,12.8,,4.0,7.2,5.6,7.3,1.5,1.7,0.2,100.0,0.0,0.3,0.0,1.0,15.3,13.5,4.0,0.0,100.0,,1154,289,276,236.0,45.0,55.0,124.0,98.0,97,405.0,146.0,31.0,117.0,61.0,1.0,3.0,79.0,11.0,0,20.6,9.8,25.700000000000003,18.9,8.6,8.4,35.2,12.8,11.2,16.299999999999997,100.0,0.3,1.0,28.8,4.0,0.0,0.5306,0.3878,0.9149,0.8367,0.0204,2.6904,0.5319,0.1964,0.8571,0.4082,0.4818,0.0408,1.9843,0.1429,0.5102,0.5102,0.5102,0.3061,0.6939,0.8776,0.5306,0.1339,2.5421,0.5102,1.6952,0.3404,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,14.0
66,45600,5145,1785,1393,689.0,195.0,51.0,167.0,83.0,268.0,694.0,543,324,307,350,340,671.0,53,98,524.0,127.0,139.0,168.0,84.0,953.0,82.0,120.0,221.0,5.0,99.0,81.0,79.0,700,15.6,9.9,6.3,20.5,2.9,9.4,15.9,10.6,6.3,6.0,6.8,6.6,15.4,,3.8,7.0,12.7,6.1,6.7,8.1,4.0,100.0,4.6,6.7,12.4,0.3,7.1,5.8,5.7,13.6,100.0,,5145,1785,1393,689.0,195.0,218.0,351.0,694.0,543,1321.0,671.0,151.0,1042.0,953.0,423.0,5.0,180.0,79.0,700,15.6,9.9,26.8,12.3,15.9,10.6,25.700000000000003,15.4,10.8,37.599999999999994,100.0,23.700000000000003,0.3,12.899999999999999,5.7,13.6,0.2449,0.4184,0.9362,0.2449,0.3878,2.2321999999999997,0.383,0.4732,0.1607,0.7551,0.4273,0.4184,2.2347,0.3061,0.5102,0.5102,0.5102,0.8571,0.3265,0.1837,0.6633,0.9286,2.9591999999999996,0.6531,1.8524,0.4681,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,47800,4653,1578,1230,900.0,172.0,33.0,108.0,173.0,273.0,1052.0,470,299,296,372,395,498.0,42,81,1250.0,55.0,883.0,270.0,30.0,2258.0,24.0,22.0,41.0,2.0,155.0,92.0,29.0,21,19.6,8.5,4.6,15.2,6.1,9.6,23.4,10.1,6.4,6.4,8.0,8.5,11.1,,3.4,6.6,29.0,1.9,30.7,9.4,1.0,100.0,1.5,1.4,2.6,0.1,12.7,7.5,2.4,0.5,100.0,,4653,1578,1230,900.0,172.0,141.0,446.0,1052.0,470,1362.0,498.0,123.0,2488.0,2258.0,87.0,2.0,247.0,29.0,21,19.6,8.5,19.799999999999997,15.7,23.4,10.1,29.3,11.1,10.0,72.0,100.0,5.5,0.1,20.2,2.4,0.5,0.449,0.2551,0.5745,0.6327,0.8776,2.7889,0.5745,0.3661,0.3661,0.1633,0.3091,0.9388,2.1433999999999997,0.1837,0.5102,0.5102,0.5102,0.6122,0.1939,0.5714,0.2245,0.6161,2.2180999999999997,0.3265,1.5949,0.3191,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,49500,1538,451,396,417.0,76.0,10.0,53.0,49.0,143.0,218.0,169,116,122,151,131,238.0,14,55,123.0,60.0,12.0,48.0,2.0,184.0,1.0,17.0,0.0,3.0,49.0,42.0,36.0,1,27.2,14.3,3.8,20.2,5.5,16.1,14.3,11.0,7.5,7.9,9.8,8.5,15.6,,3.5,13.9,8.7,8.4,1.7,6.7,0.3,100.0,0.2,3.8,0.0,0.7,12.4,10.6,9.1,0.1,100.0,,1538,451,396,417.0,76.0,63.0,192.0,218.0,169,520.0,238.0,69.0,245.0,184.0,18.0,3.0,91.0,36.0,1,27.2,14.3,24.0,21.6,14.3,11.0,33.7,15.6,17.4,25.8,100.0,4.0,0.7,23.0,9.1,0.1,0.8367,0.9388,0.8511,0.898,0.3469,3.8715,0.9574,0.5714,0.7679,0.7959,0.8727,0.2245,3.2324,0.8571,0.5102,0.5102,0.5102,0.5816,0.6224,0.7653,0.9286,0.3125,3.2104,0.8571,3.1818,0.9574,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,50500,2998,1047,905,486.0,109.0,29.0,105.0,108.0,147.0,616.0,384,163,194,206,252,411.0,13,75,746.0,30.0,444.0,78.0,185.0,1509.0,66.0,25.0,56.0,32.0,92.0,31.0,28.0,0,16.3,7.3,5.2,18.7,5.5,7.4,20.8,12.8,5.4,6.5,6.9,8.4,13.9,,1.4,8.3,26.4,1.6,23.9,4.2,10.0,100.0,6.3,2.4,5.4,3.1,10.2,3.4,3.1,0.0,100.0,,2998,1047,905,486.0,109.0,134.0,255.0,616.0,384,815.0,411.0,88.0,1483.0,1509.0,147.0,32.0,123.0,28.0,0,16.3,7.3,23.9,12.9,20.8,12.8,27.200000000000003,13.9,9.700000000000001,66.1,100.0,14.1,3.1,13.6,3.1,0.0,0.2857,0.1633,0.8191,0.3673,0.7347,2.3701,0.4255,0.7321,0.25,0.6224,0.2364,0.8163,2.6571999999999996,0.4694,0.5102,0.5102,0.5102,0.7551,0.9796,0.2041,0.3367,0.1339,2.4094,0.4286,1.8336999999999999,0.4468,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
66,50800,3123,1173,949,816.0,158.0,18.0,64.0,72.0,216.0,561.0,362,222,256,259,260,464.0,42,128,651.0,135.0,211.0,224.0,74.0,859.0,149.0,113.0,32.0,6.0,104.0,68.0,61.0,32,26.5,12.1,4.6,16.5,3.9,11.6,18.4,11.6,7.1,8.2,8.3,8.3,15.2,,4.4,13.5,22.8,8.6,13.5,14.3,4.7,100.0,12.7,9.6,2.7,0.5,11.0,7.2,6.4,1.0,100.0,,3123,1173,949,816.0,158.0,82.0,288.0,561.0,362,997.0,464.0,170.0,1295.0,859.0,294.0,6.0,172.0,61.0,32,26.5,12.1,21.1,15.5,18.4,11.6,31.900000000000002,15.2,17.9,63.900000000000006,100.0,24.999999999999996,0.5,18.2,6.4,1.0,0.7755,0.7551,0.6809,0.6122,0.6122,3.4359,0.8511,0.6429,0.6964,0.7143,0.9091,0.7959,3.7586000000000004,1.0,0.5102,0.5102,0.5102,0.8776,0.5306,0.4286,0.7347,0.7589,3.3304,0.9184,3.2797,0.9787,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,52200,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,,,,,,,,0.0,0.0,0.0,0.0,15.8,,,,,,,,,,,,,,,,,,100.0,,,57,0,0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,,,,,,0.0,15.8,,,,,,,,,100.0,,,,,,,,0.0179,0.0536,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
66,52500,845,328,257,71.0,41.0,5.0,24.0,6.0,25.0,109.0,103,65,63,59,66,84.0,8,16,47.0,6.0,14.0,5.0,10.0,156.0,4.0,36.0,72.0,2.0,18.0,8.0,1.0,0,8.4,10.3,3.5,16.9,1.2,4.8,13.4,12.2,7.7,7.5,7.0,7.8,10.3,,3.1,6.2,6.0,2.1,4.9,1.7,3.5,100.0,1.2,11.0,22.0,0.6,7.0,3.1,0.4,0.0,100.0,,845,328,257,71.0,41.0,29.0,31.0,109.0,103,253.0,84.0,24.0,82.0,156.0,112.0,2.0,26.0,1.0,0,8.4,10.3,20.4,6.0,13.4,12.2,30.0,10.3,9.3,18.2,100.0,34.2,0.6,10.1,0.4,0.0,0.0204,0.5306,0.6383,0.0204,0.1837,1.3933999999999997,0.1489,0.6964,0.4286,0.0612,0.2091,0.0612,1.4565,0.0408,0.5102,0.5102,0.5102,0.9184,0.5918,0.0816,0.0204,0.1339,1.7461,0.1633,0.8632,0.0851,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,13.0
66,52750,123,59,38,20.0,1.0,0.0,2.0,2.0,12.0,19.0,14,5,10,11,11,16.0,1,6,19.0,7.0,7.0,5.0,0.0,26.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0,16.8,1.9,0.0,28.6,2.5,15.0,16.4,11.4,4.1,8.1,8.9,8.9,13.8,,2.6,15.8,16.7,11.7,11.7,8.3,0.0,100.0,1.8,0.0,1.8,1.8,2.8,5.6,2.8,0.0,100.0,,123,59,38,20.0,1.0,2.0,14.0,19.0,14,37.0,16.0,7.0,38.0,26.0,2.0,1.0,3.0,1.0,0,16.8,1.9,28.6,17.5,16.4,11.4,30.0,13.8,18.400000000000002,48.39999999999999,100.0,3.6,1.8,8.399999999999999,2.8,0.0,0.3469,0.0204,1.0,0.7959,0.449,2.6121999999999996,0.4681,0.5982,0.4286,0.5918,0.9636,0.5102,3.0923999999999996,0.7755,0.5102,0.5102,0.5102,0.551,0.8265,0.0408,0.2959,0.1339,1.8480999999999999,0.1837,1.9375,0.5319,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
