state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP2_0151C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP1_0128C,DP3_0151P,DP3_0009P,DP4_0125P,DP4_0126P,DP2_0008P,DP2_0009P,DP3_0068P,DP1_0024P,DP1_0002P,DP1_0003P,DP1_0004P,DP1_0005P,DP2_0102P,NAME_x,DP1_0141P,DP1_0143P,DP2_0178P,DP2_0182P,DP2_0185P,DP2_0188P,DP2_0191P,DP2_0151P,DP4_0022P,DP4_0023P,DP4_0024P,DP4_0025P,DP4_0083P,DP4_0084P,DP4_0077P,DP1_0128P,DP2_0101P,NAME_y,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL
66,53000,3997,1372,1051,653.0,153.0,25.0,93.0,109.0,184.0,787.0,416,283,309,325,332,493.0,37,72,842.0,30.0,655.0,143.0,12.0,1627.0,0.0,0.0,0.0,6.0,145.0,78.0,17.0,2,16.5,8.7,3.6,13.2,4.5,7.5,20.3,10.4,7.1,7.7,8.1,8.3,12.7,,3.5,6.9,22.8,1.4,30.2,6.6,0.6,100.0,0.0,0.0,0.0,0.4,13.9,7.5,1.6,0.1,100.0,,3997,1372,1051,653.0,153.0,118.0,293.0,787.0,416,1249.0,493.0,109.0,1682.0,1627.0,0.0,6.0,223.0,17.0,2,16.5,8.7,16.8,12.0,20.3,10.4,31.2,12.7,10.4,61.6,100.0,0.0,0.4,21.4,1.6,0.1,0.3061,0.2857,0.2447,0.2245,0.7143,1.7753,0.234,0.4196,0.5893,0.3673,0.3818,0.7551,2.5131,0.4286,0.5102,0.5102,0.5102,0.0714,0.4184,0.6327,0.102,0.3125,1.5370000000000001,0.102,1.2748000000000002,0.1489,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,54800,1808,893,667,227.0,69.0,16.0,54.0,54.0,47.0,270.0,277,67,90,119,115,202.0,18,13,360.0,7.0,96.0,39.0,197.0,779.0,20.0,73.0,256.0,0.0,27.0,18.0,23.0,30,12.8,8.5,5.0,16.9,4.2,3.7,16.5,15.3,3.7,5.0,6.6,6.4,12.3,,2.7,1.9,21.1,0.7,9.5,3.9,19.5,100.0,2.2,8.2,28.7,0.0,4.1,2.7,3.5,1.7,100.0,,1808,893,667,227.0,69.0,70.0,101.0,270.0,277,391.0,202.0,31.0,699.0,779.0,349.0,0.0,45.0,23.0,30,12.8,8.5,21.9,7.9,16.5,15.3,21.7,12.3,4.6,54.7,100.0,39.099999999999994,0.0,6.8,3.5,1.7,0.102,0.2551,0.766,0.0408,0.4694,1.6333,0.1915,0.9196,0.0714,0.3061,0.0727,0.5918,1.9615999999999998,0.1224,0.5102,0.5102,0.5102,0.9592,0.0714,0.0204,0.449,0.8214,2.3214,0.3673,1.1914,0.1277,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,55350,3238,991,952,533.0,155.0,29.0,89.0,52.0,204.0,438.0,344,223,254,272,264,432.0,49,84,344.0,76.0,136.0,71.0,57.0,711.0,19.0,133.0,54.0,3.0,115.0,70.0,35.0,5,16.6,10.6,4.8,14.8,2.6,10.4,13.8,10.6,6.9,7.8,8.4,8.2,13.6,,5.1,8.8,11.4,5.7,10.2,5.3,4.3,100.0,1.9,13.4,5.4,0.3,12.1,7.4,3.7,0.2,100.0,,3238,991,952,533.0,155.0,118.0,256.0,438.0,344,1013.0,432.0,133.0,684.0,711.0,206.0,3.0,185.0,35.0,5,16.6,10.6,19.6,13.0,13.8,10.6,31.3,13.6,13.9,36.9,100.0,20.700000000000003,0.3,19.5,3.7,0.2,0.3265,0.5714,0.5319,0.3878,0.2755,2.0931,0.3191,0.4732,0.6339,0.5306,0.7091,0.3469,2.6936999999999998,0.5306,0.5102,0.5102,0.5102,0.8367,0.3265,0.5102,0.4694,0.4375,2.5803,0.551,1.9108999999999998,0.5106,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,56300,1302,423,366,336.0,61.0,8.0,31.0,33.0,146.0,278.0,137,73,92,99,134,217.0,13,29,241.0,40.0,82.0,101.0,17.0,341.0,1.0,0.0,0.0,5.0,55.0,29.0,21.0,16,26.1,11.5,3.6,13.9,4.2,18.4,21.9,10.5,5.6,7.1,7.6,10.3,17.1,,3.6,7.9,19.9,6.1,12.6,15.5,2.6,100.0,0.2,0.0,0.0,1.2,15.0,7.9,5.7,1.2,100.0,,1302,423,366,336.0,61.0,39.0,179.0,278.0,137,398.0,217.0,42.0,481.0,341.0,1.0,5.0,84.0,21.0,16,26.1,11.5,17.5,22.599999999999998,21.9,10.5,30.599999999999998,17.1,11.5,56.7,100.0,0.2,1.2,22.9,5.7,1.2,0.7347,0.6939,0.2979,0.9388,0.8265,3.4917999999999996,0.8723,0.4464,0.5179,0.9592,0.5273,0.6531,3.1039000000000003,0.7959,0.5102,0.5102,0.5102,0.2245,0.7347,0.7347,0.6633,0.7857,3.1429,0.7959,2.9743,0.8723,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,15.0
66,58600,596,206,171,147.0,37.0,4.0,11.0,13.0,63.0,82.0,62,52,41,45,52,69.0,6,16,45.0,13.0,9.0,21.0,1.0,105.0,7.0,0.0,0.0,1.0,19.0,14.0,14.0,0,24.8,13.8,4.3,12.0,3.6,17.2,14.1,10.4,8.7,6.9,7.6,8.7,11.9,,3.5,9.4,8.3,4.7,3.3,7.7,0.4,100.0,3.4,0.0,0.0,0.5,11.2,8.2,8.2,0.0,100.0,,596,206,171,147.0,37.0,15.0,76.0,82.0,62,190.0,69.0,22.0,89.0,105.0,7.0,1.0,33.0,14.0,0,24.8,13.8,16.3,20.8,14.1,10.4,31.9,11.9,12.9,24.4,100.0,3.4,0.5,19.4,8.2,0.0,0.6939,0.898,0.1702,0.8776,0.3163,2.956,0.6383,0.4196,0.6786,0.2653,0.6545,0.1837,2.2016999999999998,0.2653,0.5102,0.5102,0.5102,0.5102,0.5306,0.4898,0.898,0.1339,2.5625,0.5306,1.9444,0.5532,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,61850,973,279,248,152.0,37.0,6.0,25.0,13.0,66.0,109.0,137,73,78,81,70,141.0,11,23,75.0,38.0,21.0,11.0,5.0,114.0,0.0,0.0,0.0,0.0,31.0,22.0,6.0,0,15.8,9.2,3.3,13.9,2.2,11.1,11.5,14.1,7.5,8.0,8.3,7.2,14.8,,4.4,9.3,8.4,9.7,5.4,2.8,1.3,100.0,0.0,0.0,0.0,0.0,12.6,8.9,2.4,0.0,100.0,,973,279,248,152.0,37.0,31.0,79.0,109.0,137,302.0,141.0,34.0,150.0,114.0,0.0,0.0,53.0,6.0,0,15.8,9.2,17.2,13.3,11.5,14.1,31.0,14.8,13.700000000000001,27.6,100.0,0.0,0.0,21.5,2.4,0.0,0.2653,0.3469,0.2766,0.4286,0.0408,1.3582,0.1064,0.8393,0.5714,0.6939,0.6909,0.2653,3.0608,0.7551,0.5102,0.5102,0.5102,0.0714,0.0714,0.6633,0.2245,0.1339,1.1644999999999999,0.0408,1.4124999999999999,0.2128,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,65100,1813,554,516,319.0,93.0,12.0,45.0,35.0,110.0,269.0,242,139,186,131,113,285.0,12,48,146.0,60.0,24.0,48.0,14.0,283.0,9.0,12.0,1.0,0.0,47.0,25.0,30.0,0,17.7,11.8,4.1,15.4,3.1,9.6,15.1,13.3,7.7,10.3,7.2,6.2,16.0,,2.3,9.3,8.8,7.6,3.1,6.1,1.8,100.0,1.6,2.2,0.2,0.0,9.1,4.9,5.8,0.0,100.0,,1813,554,516,319.0,93.0,57.0,145.0,269.0,242,569.0,285.0,60.0,292.0,283.0,22.0,0.0,72.0,30.0,0,17.7,11.8,19.5,12.7,15.1,13.3,31.4,16.0,11.600000000000001,27.400000000000002,100.0,4.0,0.0,14.0,5.8,0.0,0.3673,0.7347,0.5,0.3163,0.3673,2.2856,0.4043,0.8214,0.6607,0.8673,0.5636,0.2449,3.1579,0.8163,0.5102,0.5102,0.5102,0.5816,0.0714,0.2245,0.6939,0.1339,1.7053,0.1429,1.8737000000000001,0.4894,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,66800,3807,1222,999,558.0,167.0,14.0,71.0,120.0,192.0,771.0,383,251,267,326,318,519.0,32,73,696.0,42.0,496.0,129.0,24.0,1706.0,20.0,4.0,0.0,3.0,128.0,69.0,27.0,10,14.8,9.7,2.4,12.2,5.1,8.2,21.0,10.1,6.6,7.0,8.6,8.4,14.2,,3.2,7.3,19.7,1.8,21.8,5.7,1.1,100.0,1.6,0.3,0.0,0.2,12.9,6.9,2.7,0.3,100.0,,3807,1222,999,558.0,167.0,85.0,312.0,771.0,383,1162.0,519.0,105.0,1387.0,1706.0,24.0,3.0,197.0,27.0,10,14.8,9.7,14.6,13.299999999999999,21.0,10.1,30.6,14.2,10.5,50.1,100.0,1.9000000000000001,0.2,19.8,2.7,0.3,0.1837,0.3673,0.0745,0.4082,0.7551,1.7888000000000002,0.2553,0.3661,0.5446,0.6531,0.4,0.5306,2.4943999999999997,0.4082,0.5102,0.5102,0.5102,0.4286,0.2755,0.551,0.2653,0.5357,2.0561,0.2653,1.439,0.234,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,69000,2279,574,541,463.0,115.0,17.0,58.0,35.0,143.0,299.0,225,179,218,235,174,283.0,22,31,130.0,58.0,20.0,40.0,9.0,227.0,0.0,1.0,0.0,3.0,54.0,62.0,30.0,7,20.5,13.3,4.5,15.2,2.7,11.0,13.5,9.9,7.9,9.6,10.3,7.6,12.8,,4.1,5.7,6.2,6.3,2.2,4.3,1.0,100.0,0.0,0.2,0.0,0.5,10.0,11.5,5.6,0.3,100.0,,2279,574,541,463.0,115.0,75.0,178.0,299.0,225,806.0,283.0,53.0,257.0,227.0,1.0,3.0,116.0,30.0,7,20.5,13.3,19.7,13.7,13.5,9.9,35.4,12.8,9.8,20.0,100.0,0.2,0.5,21.5,5.6,0.3,0.5102,0.8776,0.5532,0.4898,0.2143,2.6451,0.4894,0.3304,0.8929,0.4082,0.2636,0.1224,2.0175,0.1633,0.5102,0.5102,0.5102,0.2245,0.5306,0.6633,0.6327,0.5357,2.5867999999999998,0.5714,1.7343000000000002,0.3617,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,70950,3892,1855,1493,788.0,187.0,18.0,132.0,80.0,132.0,802.0,513,253,281,295,204,359.0,28,122,932.0,33.0,241.0,142.0,481.0,1877.0,147.0,283.0,497.0,1.0,117.0,56.0,78.0,23,20.4,10.0,3.4,25.2,3.0,5.0,21.3,13.2,6.5,7.2,7.6,5.2,9.5,,1.9,8.2,25.8,1.4,10.0,5.9,19.9,100.0,7.9,15.3,26.8,0.1,7.8,3.8,5.2,0.6,100.0,,3892,1855,1493,788.0,187.0,150.0,212.0,802.0,513,1033.0,359.0,150.0,1829.0,1877.0,927.0,1.0,173.0,78.0,23,20.4,10.0,28.599999999999998,8.0,21.3,13.2,26.499999999999996,9.5,10.1,63.0,100.0,50.0,0.1,11.6,5.2,0.6,0.4898,0.449,0.9787,0.0612,0.7755,2.7542,0.5532,0.8036,0.1964,0.0408,0.3364,0.7755,2.1527,0.2245,0.5102,0.5102,0.5102,0.9796,0.1939,0.1429,0.5714,0.6518,2.5396,0.4796,1.7675,0.4255,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,73550,2443,724,598,706.0,118.0,11.0,35.0,45.0,149.0,387.0,197,277,266,229,172,349.0,20,71,436.0,85.0,101.0,200.0,41.0,609.0,70.0,52.0,14.0,1.0,101.0,53.0,45.0,24,29.4,13.1,4.0,12.8,3.4,11.4,16.3,8.1,11.3,10.9,9.4,7.0,14.7,,3.3,11.9,20.4,7.3,8.6,17.1,3.5,100.0,9.7,7.2,1.9,0.1,16.9,8.9,7.5,1.0,100.0,,2443,724,598,706.0,118.0,46.0,194.0,387.0,197,944.0,349.0,91.0,863.0,609.0,136.0,1.0,154.0,45.0,24,29.4,13.1,16.8,14.8,16.3,8.1,38.6,14.7,15.2,56.9,100.0,18.799999999999997,0.1,25.799999999999997,7.5,1.0,0.9388,0.8571,0.2447,0.5714,0.4286,3.0406,0.6809,0.1696,0.9643,0.6735,0.7727,0.6735,3.2536000000000005,0.8776,0.5102,0.5102,0.5102,0.8163,0.1939,0.8061,0.8571,0.7589,3.4323,0.9592,3.0279,0.8936,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,75500,2072,1305,1046,,,,,,,,371,81,65,76,58,,19,23,,,,,,,,,,,,,,126,,,,,,,,17.9,3.9,3.1,3.7,2.8,,,1.8,2.2,,,,,,,,,,,,,,6.1,,,2072,1305,1046,,,,,,371,280.0,,42.0,,,,,,,126,,,,,,17.9,13.5,,4.0,,,,,,,6.1,,,,,,,,1.0,0.0179,,0.0364,,,,,,,,,,,0.8929,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
66,77200,704,222,193,190.0,31.0,4.0,11.0,40.0,72.0,152.0,83,54,46,53,59,114.0,9,14,143.0,35.0,76.0,15.0,17.0,242.0,0.0,0.0,0.0,5.0,19.0,23.0,29.0,5,27.2,10.4,3.1,8.5,9.0,16.2,21.9,11.8,7.7,6.5,7.5,8.4,16.5,,4.7,7.3,22.2,8.6,18.6,3.7,4.2,100.0,0.0,0.0,0.0,2.3,9.8,11.9,15.0,0.7,100.0,,704,222,193,190.0,31.0,15.0,112.0,152.0,83,212.0,114.0,23.0,286.0,242.0,0.0,5.0,42.0,29.0,5,27.2,10.4,11.6,25.2,21.9,11.8,30.1,16.5,12.0,57.300000000000004,100.0,0.0,2.3,21.700000000000003,15.0,0.7,0.8367,0.551,0.0426,0.9796,0.8265,3.2364000000000006,0.766,0.6786,0.4821,0.898,0.5818,0.6939,3.3343999999999996,0.9184,0.5102,0.5102,0.5102,0.0714,0.9184,0.6939,1.0,0.6875,3.3712,0.9388,3.1334000000000004,0.9362,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,14.0
66,77450,448,128,106,,,,,,,,33,37,44,62,35,,6,13,,,,,,,,,,,,,,0,,,,,,,,7.4,8.3,9.8,13.8,7.8,,,5.7,12.3,,,,,,,,,,,,,,0.0,,,448,128,106,,,,,,33,178.0,,19.0,,,,,,,0,,,,,,7.4,39.7,,18.0,,,,,,,0.0,,,,,,,,0.0893,0.9821,,0.9364,,,,,,,,,,,0.1339,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
66,79600,3388,1232,1107,727.0,185.0,25.0,92.0,54.0,192.0,551.0,361,231,223,251,252,534.0,33,122,417.0,74.0,116.0,150.0,73.0,850.0,174.0,179.0,111.0,1.0,113.0,52.0,81.0,131,22.4,12.5,5.3,19.6,2.6,9.3,17.1,10.7,6.8,6.6,7.4,7.4,16.6,,3.0,11.0,13.8,4.6,7.2,9.2,4.5,100.0,14.1,14.5,9.0,0.1,10.2,4.7,7.3,3.9,100.0,,3388,1232,1107,727.0,185.0,117.0,246.0,551.0,361,957.0,534.0,155.0,830.0,850.0,464.0,1.0,165.0,81.0,131,22.4,12.5,24.900000000000002,11.9,17.1,10.7,28.199999999999996,16.6,14.0,39.3,100.0,37.6,0.1,14.899999999999999,7.3,3.9,0.6122,0.8265,0.8723,0.2041,0.5306,3.0457,0.7021,0.5179,0.3036,0.9184,0.7273,0.449,2.9162,0.6735,0.5102,0.5102,0.5102,0.9388,0.1939,0.2653,0.8367,0.8571,3.0918,0.7755,2.6612999999999998,0.7447,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0
66,80100,4081,1827,1597,,,,,,,,464,240,193,216,312,,33,83,,,,,,,,,,,,,,7,,,,,,,,11.4,5.9,4.7,5.3,7.6,,,2.1,5.2,,,,,,,,,,,,,,0.2,,,4081,1827,1597,,,,,,464,961.0,,116.0,,,,,,,7,,,,,,11.4,23.5,,7.300000000000001,,,,,,,0.2,,,,,,,,0.5982,0.1071,,0.1364,,,,,,,,,,,0.4375,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
66,81600,2106,646,604,257.0,68.0,16.0,84.0,41.0,79.0,250.0,274,145,187,188,136,260.0,19,42,86.0,33.0,22.0,17.0,13.0,295.0,0.0,1.0,0.0,0.0,52.0,17.0,13.0,0,12.2,7.5,3.2,17.0,3.1,6.0,12.3,13.0,6.9,8.9,8.9,6.5,12.8,,3.1,7.0,4.4,4.2,2.8,2.2,1.7,100.0,0.0,0.2,0.0,0.0,8.6,2.8,2.2,0.0,100.0,,2106,646,604,257.0,68.0,100.0,120.0,250.0,274,656.0,260.0,61.0,171.0,295.0,1.0,0.0,69.0,13.0,0,12.2,7.5,20.2,9.1,12.3,13.0,31.200000000000003,12.8,10.1,15.3,100.0,0.2,0.0,11.399999999999999,2.2,0.0,0.0816,0.1837,0.617,0.102,0.0816,1.0659,0.0426,0.7768,0.6071,0.4082,0.3364,0.0204,2.1489,0.2041,0.5102,0.5102,0.5102,0.2245,0.0714,0.1224,0.1837,0.1339,0.7359,0.0204,0.7773,0.0213,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0
66,81850,2687,790,645,616.0,95.0,18.0,60.0,53.0,151.0,455.0,229,216,239,248,234,329.0,31,50,505.0,52.0,288.0,131.0,34.0,998.0,22.0,1.0,0.0,10.0,93.0,76.0,12.0,0,23.1,8.3,4.4,14.7,3.3,9.5,17.2,8.5,8.0,8.9,9.2,8.7,12.4,,4.8,7.8,20.5,3.7,20.7,9.4,2.4,100.0,2.8,0.1,0.0,1.3,14.5,11.8,1.9,0.0,100.0,,2687,790,645,616.0,95.0,78.0,204.0,455.0,229,937.0,329.0,81.0,1010.0,998.0,23.0,10.0,169.0,12.0,0,23.1,8.3,19.1,12.8,17.2,8.5,34.8,12.4,12.6,56.699999999999996,100.0,2.9,1.3,26.3,1.9,0.0,0.6531,0.2245,0.4468,0.3469,0.551,2.2223,0.3617,0.2143,0.8393,0.3469,0.6364,0.6327,2.6696,0.4898,0.5102,0.5102,0.5102,0.4796,0.7755,0.8367,0.1327,0.1339,2.3584,0.3878,1.7494999999999998,0.4043,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0
66,83950,3065,859,792,828.0,137.0,20.0,86.0,81.0,258.0,399.0,298,265,273,295,271,414.0,38,117,205.0,63.0,36.0,85.0,19.0,405.0,6.0,7.0,12.0,1.0,100.0,51.0,53.0,10,27.2,11.1,4.0,17.4,4.6,14.5,13.2,9.7,8.6,8.9,9.6,8.8,13.7,,4.8,14.8,7.3,4.6,2.6,6.2,1.4,100.0,0.7,0.8,1.4,0.1,12.6,6.4,6.7,0.3,100.0,,3065,859,792,828.0,137.0,106.0,339.0,399.0,298,1104.0,414.0,155.0,408.0,405.0,25.0,1.0,151.0,53.0,10,27.2,11.1,21.4,19.1,13.2,9.7,35.900000000000006,13.7,19.6,22.099999999999998,100.0,2.9,0.1,19.0,6.7,0.3,0.8367,0.6224,0.7234,0.8571,0.1327,3.1723,0.7447,0.3036,0.9107,0.5612,0.9818,0.1429,2.9002,0.6531,0.5102,0.5102,0.5102,0.4796,0.1939,0.4592,0.7653,0.5357,2.4337,0.449,2.357,0.6596,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0
66,85000,5213,1673,1407,730.0,161.0,41.0,188.0,167.0,209.0,913.0,676,351,361,415,389,661.0,30,73,1089.0,60.0,790.0,107.0,115.0,2243.0,0.0,1.0,1.0,85.0,155.0,61.0,27.0,9,14.1,7.2,4.5,20.7,5.1,6.3,18.2,13.0,6.7,6.9,8.0,7.5,13.2,,2.1,5.2,22.5,2.1,28.2,3.8,4.1,100.0,0.0,0.1,0.1,5.1,11.0,4.3,1.9,0.2,100.0,,5213,1673,1407,730.0,161.0,229.0,376.0,913.0,676,1516.0,661.0,103.0,2161.0,2243.0,2.0,85.0,216.0,27.0,9,14.1,7.2,25.2,11.399999999999999,18.2,13.0,29.1,13.2,7.300000000000001,60.699999999999996,100.0,0.2,5.1,15.3,1.9,0.2,0.1633,0.1224,0.8936,0.1633,0.5918,1.9344000000000001,0.2979,0.7768,0.3393,0.5,0.1364,0.7347,2.4872,0.3878,0.5102,0.5102,0.5102,0.2245,1.0,0.2857,0.1327,0.4375,2.0804,0.2857,1.4816,0.2766,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,14.0
66,86000,1050,287,222,307.0,42.0,2.0,13.0,63.0,130.0,194.0,79,119,106,92,83,177.0,9,26,112.0,36.0,38.0,35.0,2.0,146.0,0.0,0.0,0.0,1.0,33.0,61.0,27.0,16,29.7,11.1,1.4,8.8,11.5,23.7,18.9,7.5,11.3,10.1,8.8,7.9,17.2,,4.1,11.7,12.2,8.2,8.7,8.0,0.5,100.0,0.0,0.0,0.0,0.3,14.9,27.5,12.2,1.5,100.0,,1050,287,222,307.0,42.0,15.0,193.0,194.0,79,400.0,177.0,35.0,223.0,146.0,0.0,1.0,94.0,27.0,16,29.7,11.1,10.200000000000001,35.2,18.9,7.5,38.1,17.2,15.799999999999999,37.599999999999994,100.0,0.0,0.3,42.4,12.2,1.5,0.9592,0.6224,0.0213,1.0,0.6531,3.2560000000000002,0.8298,0.1071,0.9464,0.9796,0.8364,0.4184,3.2879000000000005,0.898,0.5102,0.5102,0.5102,0.0714,0.3265,1.0,0.9592,0.8036,3.1607,0.8163,3.0543,0.9149,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,14.0
